CompanyName,Location,Description,HyperLink
LibertyPak,"Ojai, California",LibertyPak was formed in 2002 specifically to introduce its new battery technology to moviemakers. Now LibertyPaks are being used worldwide in various forms solving the weakest link in filmmaking - the battery.,https://www.productionhub.com/profiles/details/188091
Cineverse - New Orleans,"Harahan, Louisiana","RENTAL - Film and Digital  Rental House in Los Angeles, Chicago, Miami,  and New Orleans. Featuring 
FILM
Arri ARRICAM ST (2, 3 & 4 Perforation)
Arri ARRICAM LT (2, 3 & 4 Perforation)
Arri 235 (3 & 4 Perforation)
Arri 535B (3 & 4 Perforation)
Arri 435 Xtreme & ES
Arri 416

DIGITAL
Arri…",https://www.productionhub.com/profiles/details/290196
Interstate Lighting & Media Services,"Nashville, Tennessee","Our rental department offers a wide selection of professional audio equipment, wireless microphones, speaker cabinets, amplifiers, mixers, theatrical and entertainment lighting, uplighting, L.E.D. special effects, fog machines, haze machines, snow machines, confetti cannons, and much more!",https://www.productionhub.com/profiles/details/42336
Visual Impact SA,"Cape Town, South Africa","Visual Impact SA has become recognized as the industry leader in broadcast solutions for over 23 years. Providing unparalleled quality of broadcast equipment and supplies in Africa and Europe, Visual Impact effectively services and pioneers many worldwide broadcast projects. 

Our broadcast…",https://www.productionhub.com/profiles/details/201987
Best Rentals,"Wilmington, North Carolina","Best Rentals provides reasonably priced home furnishing options to the Wilmington, Leland, Burgaw, Hampstead, Carolina Beach, Rocky Point, Wrightsville Beach, and Wallace areas. You'll receive 50% off your first month's rent or a free week, with a two-week minimum rental. Visit us Monday through…",https://www.productionhub.com/profiles/details/20691
Fantasy Sound Event Services,"Livermore, California",Fantasy Sound Event Services has been providing quality event services since 1989. We keep our family-owned and operated company small in order to provide an exceptional level of service to our current and potential clients.,https://www.productionhub.com/profiles/details/136117
Work Horse Productions,"Kapaa, Hawaii","A full service production company specializing in film, television and theatrical equipment, crew and Grip truck, crew, grip equipment and expendables.",https://www.productionhub.com/profiles/details/218302
The Electric Sun Corporation,"Milwaukee, Wisconsin",The Electric Sun Corporation is a full service lighting and grip rental house providing artificial illumination for moving pictures.,https://www.productionhub.com/profiles/details/178280
The LCS Company,"Westlake Village, California","Located in Los Angeles, California, Let’s Create Something (LCS) specializes in audio and broadcast video equipment rentals. LCS is here to assist with your production or event audio and video equipment rental needs including: plasmas, projectors, broadcast video cameras, lenses, tripods, LCD…",https://www.productionhub.com/profiles/details/184020
Bivolul,"Bucharest, Romania","VIDEO PRODUCTS

. Grass Valley LDK 8000 . Super Slow Motion LDK 8200 . Canon Lenses . Telescopic Video Crane Techno Jib . Master Primes Lenses . Phantom HD High Speed camera . EVS XT2 Re-runs . Kayak Video Switcher . Outdoor Broadcasting Truck . Full HD Monitors
AUDIO PRODUCTS

. Lawo Sound…",https://www.productionhub.com/profiles/details/282049
Calumet Photographic - New York,"New York, New York","Nineteen thirty-nine was a big year. War was spreading across Europe, the era of color film was upon us, and Calumet began as a modest business selling only a few . Born into an age as exciting as it was turbulent, Calumet forged itself from three key concepts: power, commitment and dedication.…",https://www.productionhub.com/profiles/details/161019
Christie Lites - Toronto,"Toronto, Ontario","Christie Lites is a stage lighting business focused on rentals and production. The company offers its specific product mix to six different market segments (theatre, concert, trade show, TV & film, industrial, and special event).",https://www.productionhub.com/profiles/details/117969
"MediaTech Productions, Inc.","Fort Collins, Colorado","Whether your needs are audio, video, web or marketing related, MediaTech Productions can help you and your company realize your 21st Century goals with cutting edge technology and dedicated staff.",https://www.productionhub.com/profiles/details/140527
"Tech Rentals, Inc.","Norcross, Georgia","Full service video, audiovisual, and staging company. Since 1985 we have serviced production companies ,meeting and event planners, and the corporate community.",https://www.productionhub.com/profiles/details/126726
ChicagoComputerRentals.com,"Chicago, Illinois","Chicago Computer Rentals has been in the service industry for over 2 decades. Not only providing Fortune 500 companies with their IT Procurement Needs, but also small business. We specialize in providing Computer and Audio Visual Technology for Short and Long Term Needs. Whether a training class or…",https://www.productionhub.com/profiles/details/144856
"Technical Operations, Inc.","Winter Park, Florida","Our factory trained engineers all with a BS in electronic engineering, and our state of the art test equipment and extensive parts inventory allows Technical Operations to have the best turn-around time in the industry. We know that without your equipment you''re out of business. At Technical…",https://www.productionhub.com/profiles/details/111270
Best Audio Visual Inc.,"St. Petersburg, Florida","The Art of Business Presentation. Best Audio Visual is a full service audio visual rental presentation and event production facility, providing leading edge creative audio visual innovations and technical solutions to corporate event, trade shows and parties worldwide.",https://www.productionhub.com/profiles/details/169866
ATV Production Center,"Sacramento, California",We are a professional audio & video company offering a unique set of capabilities to a wide range of customers. From broadcast professionals to audio and video enthusiasts. ATV has been in business since 1986 and is Sacramentos largest and most comprehensive audio video rental and production…,https://www.productionhub.com/profiles/details/172585
AV Concepts - AZ,"Tempe, Arizona","AV Concepts is your full-service audio-visual resource, specializing in corporate staging, convention services and in-house audio-visual management nationwide. We supply video, audio and lighting support to corporate clients and production companies as well as maintain on-site operations in hotels,…",https://www.productionhub.com/profiles/details/112182
Visual Impact Group,"Middlesex, United Kingdom","Visual Impact Group is a leading international organisation that supplies broadcast equipment and services to the TV & film industry. Our 9 core businesses operate from 25 branches across Europe and South Africa, offering sales, rental, service and complementary services such as digital post…",https://www.productionhub.com/profiles/details/282070
Wilshire Screening Room,"Beverly Hills, California","The plush Wilshire Screening Room, the nation's highest ranked and most popular, known worldwide as ""The Best Small Room in Town"". In addition, an elegant art gallery is available for receptions. In house - Dolby ATMOS (Wilshire & Sepulveda only), 7.1, 5.1, 2K & 4K Christie DLP w/ Dolby IMB (4K,…",https://www.productionhub.com/profiles/details/218443
Cash Films & Media,"Austin, Texas","WHAT WE DO

Full service turn key production services.

WE SHOOT ON 

RED ONE , 35MM, 5D MARK2 AND A BUNCH OF OTHER NEAT .

WE HAVE FULL POST CAPABILITIES. WE ROCK.....",https://www.productionhub.com/profiles/details/168857
Viral Media,"Tegucigalpa, Honduras","We offer production services, film gear rental and local fixer assistance to international crews. We have ample experience in video productions and film project development.",https://www.productionhub.com/profiles/details/304318
"Attco, Inc.","Honolulu, Hawaii","Full service theatrical dealer providing design, sales, rental, installation, fabrication, repair and maintenance for theatre, trade and corporate exhibition, film, special events and corporate theatre.",https://www.productionhub.com/profiles/details/49688
Andrus Lighting and Grip,"San Diego, California","Andrus Lighting & Grip is San Diego largest full service rental house. Our company offers lighting and grip packages, 1 Ton, 3 Ton and  5 Ton lighting & grip trucks, generators and very experienced crew. Owner Operator Chris Andrus brings over 15 years experience to the your production. From one…",https://www.productionhub.com/profiles/details/138198
"Lightspeed Grip & Lighting, LLC","Pittsburgh, Pennsylvania","Lightspeed owns and brokers several cameras, including an Arri 535B and 435ES. With our cameras, lenses and accessories, plus grip and lighting, we've become a one-stop shop for all your production needs. We've also manufactured rolling shelving to turn any box truck into an efficient and workable…",https://www.productionhub.com/profiles/details/24663
Seneschal Technical Services,"St. Paul, Minnesota","Seneschal specializing in the specification and design of data storage, archiving, backup and asset management systems for sound, picture and unstructured data. We are vendor–agnostic, working with your needs and within your budget to deliver a reliable, long lasting system that delivers…",https://www.productionhub.com/profiles/details/181465
Gene Moffett Studios,"Highlands Ranch, Colorado","Film & TV  Crews. Betacam Rental Packages. Steadicam Operators.Producers, Directors, High Definition, DVcam Crews",https://www.productionhub.com/profiles/details/13110
Batteries4Broadcast.com,"Summerland Key, Florida","New Li-ion  batteries in 90 watt hour, 120 watt hour, and 150 watt hour models. V-Mount and Anton Bauer Type Mount styles. 2 and 4 channel chargers also available. Super Affordable prices!",https://www.productionhub.com/profiles/details/152144
"Studio Gear, L.L.C.","Milwaukee, Wisconsin","Since 1989, Studio Gear has provided audio, video and lighting equipment rentals, sales, and installations to customers throughout the Midwest.  Our reputation is built on providing the latest technology to our customers and matching it with the highest quality of service.  We are proud to help a…",https://www.productionhub.com/profiles/details/38451
Bernhard Link Theatrical LLC,"Fairview, New Jersey","BLT is at the forefront of the fashion and event industries.  Our full-service production house provides rigging, lighting, staging, theatrical sets, custom logos, sound & audio-visual for fashion shows, showroom displays, corporate events, parties, weddings, special events, television & film.  We…",https://www.productionhub.com/profiles/details/111083
"Clearwing Productions, Inc.","Milwaukee, Wisconsin","Clearwing Productions is a prime resource for production audio, video, and lighting as well as systems design, installation, and service.  We are proud to provide the finest designers and technicians, state-of-the-art equipment, impeccable service, and quality designs for system installations.",https://www.productionhub.com/profiles/details/38452
Connecting Point - New York,"New Hartford, New York","Connecting Point Computer of New Hartford, NY has been providing in all areas of computer needs for over 31 years. We are New York's only authorized APPLE computer dealer and service center. Our team of experienced experts guarantees customer satisfaction, making sure each client receives the best…",https://www.productionhub.com/profiles/details/136784
NW Event A/V,"Portland, Oregon","Audio and video rentals for events, weddings, corporate events.
Event planning and design.
Sound, lighting and projection rentals",https://www.productionhub.com/profiles/details/268919
"Regional Crane Rental, Ltd.","Gloucester, Ontario","he year was 1972, with twelve years of crane operating experience under his belt, throughout the region, Rosaire  Burelle felt he had what it takes to start his own business. Thirty eight years strong and he has never looked back. One of the largest assortments of cranes in the…",https://www.productionhub.com/profiles/details/118122
"Total Media Group, The","South San Francisco, California","Complete packages featuring Sony BVW-D600, BVW-400, DXC-D30
and EVW-300 cameras with extensive support equipment and crews.  On-line editing featuring Quantel Editbox 3020, D-2, Avid 4000, Avid MC Xpress, Scitex Turbo Cube, and Media 100.",https://www.productionhub.com/profiles/details/35926
"A & D Scenery, Inc.","Las Vegas, Nevada","For over 25 years A & D Scenery has been your unlimited source for staging, scenery fabrication, theatrical drape and special effects. 

Serving the Las Vegas area as well as all over the United States, A & D will assure that your industrial show, exhibit booth, film set, corporate meeting, or…",https://www.productionhub.com/profiles/details/114712
global production,"Irvington, New Jersey","Global production is a film production company and rental equipment for cinema, videography and advertising",https://www.productionhub.com/profiles/details/238708
The Lighting League llc.,"Hopatcong, New Jersey","The Lighting League is a full service lighting and grip company that has been servicing the tri-state area for over ten years. We handle all jobs from small corporate interviews, to larger scale commercials with 5 ton trucks.",https://www.productionhub.com/profiles/details/188936
Fx-Motion,"Los Angeles, California","Fx-Motion is a market leader in the manufacturing of support and
motion-control equipment for the motion-picture and video industry.

We have designed a wide range of standard products, used on today's
filmsets.

Besides we offer custom-made solutions, consulting and engineering services
to…",https://www.productionhub.com/profiles/details/134670
AV Projects Inc.,"Toronto, Ontario","AV Projects is a full service staging company. We supply video/data projectors, projection screens, sound reinforcement, lighting and IMAG for corporate events. We are not an AV rental company, with that we supply trained technicians to set up and operate our equipment for our clients. We are a…",https://www.productionhub.com/profiles/details/146357
Visual Sound Company,"Broomall, Pennsylvania","Visual Sound Inc. entered the Los Angeles marketplace in February of 1994 originally to serve as an alternative closed captioning service provider. Committed to providing clients with the highest quality of professional captioning services, combined with quick turnarounds and competitive rates, we…",https://www.productionhub.com/profiles/details/42297
EventStar Services,"Surrey, British Columbia","Staging,Sound/Lighting/Visuals,Tents,Event Rentals,Decor Design and Construction,Transport and Logistics,Web and Graphic Design, Event Planning and Production, Crew and Staff",https://www.productionhub.com/profiles/details/143866
Audiovisual Event - Dallas Projector Rental and Dallas Plasma Rental,"Dallas, Texas","Dallas audio visual rental company providing Dallas projector rentals, Dallas plasma rentals, and Dallas sound system rentals for meetings, trade shows, conventions, corporate events, and special events.  If you need to rent an LCD projector in Dallas, Addison, Plano, Irving, Grapevine, Frisco, or…",https://www.productionhub.com/profiles/details/142817
Syzygy Media Works,"Boston, Massachusetts","Syzygy Media Works was founded in 2001. Syzygy Media Works is, from the outset, a full-service media and marketing servies firm specializing in media projects from concept to the final finished product. Including online media,mobile, video, audio, print and live event production. We act as your…",https://www.productionhub.com/profiles/details/208730
"Image Video Teleproductions, Inc.","North Canton, Ohio","Image Video brings decades of broadcast production excellence to North East Ohio and beyond. Our expertise in sporting events, special events, and corporate functions make us ideal for your needs!

Image Video rents professional equipment on a daily or weekly basis.

Some of the items we rent…",https://www.productionhub.com/profiles/details/125581
Arch City Audio Visual Services,"St. Louis, Missouri","Arch City AV provides sound, lighting, video for production, rental and sales. Our inventory includes LED video wall panels, LED lighting, and sound reinforcement systems applicable for any size event. Our technicians and staff are not only experienced, they care. Call us for service and rates.",https://www.productionhub.com/profiles/details/264370
VMI - Western Washington,"Edmonds, Washington","VMI is a full service, total solution provider of video products and systems for the professional and broadcast video user.",https://www.productionhub.com/profiles/details/42628
McManus Enterprises,"Bala Cynwyd, Pennsylvania","Since 1966, we''ve been developing innovative production techniques that have become standards in the industry. Based in suburban Philadelphia - McManus Enterprises has supplied theatrical equipment nationwide for 37 years. 

Items include: Lighting, Sound, Staging, Make-up, Theatrical Drapes,…",https://www.productionhub.com/profiles/details/52482
Radio Resource,"Denver, Colorado",Radio Resource is the company with a proven track record of customer satisfaction nationwide since 1989. We offer the best in quality and service at competitive prices. See how we can meet your radio requirments today.,https://www.productionhub.com/profiles/details/125776
"Stage Rigging, Inc.","Redwood City, California","Stage Rigging, Inc. is a diversified theatrical rigging company that provides a full range of specialized rigging services on a global basis for tours, corporate and special events, and expositions. Since its inception, Stage Rigging has had a single mission to provide the highest quality rigging…",https://www.productionhub.com/profiles/details/54008
"Datavision, Inc.","Milwaukee, Wisconsin",Party with Datavision and the Barco B-10 LED 9x12 portable screen.  Let our Mobil LED Jumborton Rental display help your event reach financial success.,https://www.productionhub.com/profiles/details/38462
Electrosonic - California,"Burbank, California","Electrosonic is a worldwide audio-visual company with extensive experience in designing, project managing, engineering and supporting AV systems and products.

Founded in 1964, the company has always been among the first to apply new technology to create tailored, state-of-the-art solutions that…",https://www.productionhub.com/profiles/details/30727
"SMS Productions, Inc.","Plainfield, Illinois","Rental/Sales/Service

Cameras/decks/monitors: Panasonic HD27F,AJ-HD150,AJ-HD1200A,FRC27P converter,AJ-SDX900,AJ-SD955AP,DVX100A, Astro 6"" LCD, Panasonic 8.4 LCD, Sony 9"" HD, Panasonic 17"" HD, Panasonic 42"" Plasma 
Film Cameras: Super 16mm, 16mm and 35mm: camera accessories, support,…",https://www.productionhub.com/profiles/details/144357
Blueline Technology,"Lewisville, Texas","Blueline Technology specializes in providing custom, open architecture solutions for processing, automating, archiving, and managing your data. One of our key selling points with our client is our ability create a plan that will work for you, no matter how big or small, we can handle the job.…",https://www.productionhub.com/profiles/details/44443
"Boston Illumination Group, Inc.","Natick, Massachusetts","Boston Illumination Group, Inc., an independent manufacturers representative agency, was formed in 1995 by Ed Hyatt, LC  to work with lighting equipment manufacturers in the specialized areas of television and film production, museum, stage-performance, video conference and dramatic architectural…",https://www.productionhub.com/profiles/details/28508
Virtual Media Communications,"New York, New York","Alliance Digital supplies non-linear edit system rentals. Additionally, we provide and support all of the ancillary peripheral equipment: standard and Hi-Def Decks, scopes, storage, etc. We offer turnkey Avid, Apple and Discreet/AutoDesk rental solutions to Broadcasters, Post Production…",https://www.productionhub.com/profiles/details/17254
Sababa Emporium Multimedia & Production Services,"Burnaby, British Columbia","Sababa Emporium, offers RENTAL of professional film and digital RED Epic-X camera equipment and related accessories.",https://www.productionhub.com/profiles/details/201093
Camera Essentials,"Pasadena, California","Harrison Film Changing Bags & Tents, Weather Protectors for , Steadicam & Remote Head Cranes & Harrison Doctor Ditty Bags",https://www.productionhub.com/profiles/details/13495
Panavision - Dallas,"Irving, Texas","Panavision is the leading designer, manufacturer and supplier of high precision camera systems, comprised of cameras, lenses and accessories for the motion picture, television series and television commercial markets in North America, Europe and the Asia Pacific region. Panavision camera systems…",https://www.productionhub.com/profiles/details/45519
MLD Equipment Rental,"Dallas, Texas","24 Years of providing the complete rental experience to Independent Features, Corporate Videos, and Nationwide Spots. Check out our website  MLDVIDEO.COM for full list of cameras, lighting, and grip trucks.  We are always adding new gear, such as the AF100's, Sony F3's, the C300, and more LED…",https://www.productionhub.com/profiles/details/162686
Otto Nemenz International - California,"Los Angeles, California","Otto Nemenz International, Inc. specializes in the rental and maintenance of over 175 film  and accessories. 
Our inventory includes the ARRI 535 A&B systems, the ARRISR 3 system in 16mm/super 16mm format and our newest addition Moviecam Compact and Moviecam SL.",https://www.productionhub.com/profiles/details/26877
Christie Lites - Halifax,"Dartmouth, Nova Scotia","Christie Lites is a stage lighting business focused on rentals and production. The company offers its specific product mix to six different market segments (theatre, concert, trade show, TV & film, industrial, and special event).",https://www.productionhub.com/profiles/details/136926
"Haverford Systems, Inc.","Downingtown, Pennsylvania",Display Technologies. Systems Integration. Design and Installation.,https://www.productionhub.com/profiles/details/30441
Steadicam Rental- Glidecam 4000 HD £35/day,"London, United Kingdom","Renting a GLIDECAM HD-4000 steadicam (with quick release plate) at £35/day (24hrs) 

Designed for smooth fluidity of moving shots for compact and full size cameras weighing from 4 to 10 pounds. Added quick release plate offers minimal effort in removing camera from Glidecam with a common tripod…",https://www.productionhub.com/profiles/details/265411
"Comet Multimedia, Inc.","Charleston, South Carolina","COMET MultiMedia is a full service video production and post-production facility. 
COMET MultiMedia handles location management, site surveying, and crewing for big budget productions. 
COMET MultiMedia develops web sites and coordinates all media output for clients from all over the world.",https://www.productionhub.com/profiles/details/134973
Expressway Cinema Rentals,"Philadelphia, Pennsylvania","Philadelphia's favorite rental house for Video, Photo, Lighting and Production equipment rentals. Expressway Cinema Rentals is the largest and most experienced provider of technical support, equipment, studios, supplies and crew in the area. We are a one stop shop for all of your production needs.",https://www.productionhub.com/profiles/details/199437
"Smith Audio Visual, Inc.","Topeka, Kansas","Smith Audio Visual specializes in professional sound installation, presentation, digital survelliance, controlled access and home theatre.",https://www.productionhub.com/profiles/details/45309
"National Event Marketing, Inc. dba Skyview Company","San Antonio, Texas","Searchlights.Biz of San Antonio Texas is the World''s Largest Supplier of Floodlights, Searchlights and Spotlights.  We offer both ''Purchase'' and ''Rent-Lease'' options at affordable prices.  Combined with our Advertising Balloon services, you will most definitely stand out above the competition…",https://www.productionhub.com/profiles/details/53893
NDstudios Inc,"Buffalo, New York","NDstudios is an artist-run multimedia production company & community.

Founded in 2006, NDstudios commits to collaborating with local and national artists and production company's on a wide variety of projects. Projects ranging from film & television production to other creative endeavors as well…",https://www.productionhub.com/profiles/details/212561
Rose Brand West,"Sun Valley, California","Full Line of Theatrical, TV/Film & Event Fabrics,
Custom Sewn Draperies & Backdrops, Scenic and Production Supplies.",https://www.productionhub.com/profiles/details/53329
"Audio Visual Company, The","Aiea, Hawaii",Welcome to The Audio Visual Company.  We are committed to providing the latest in audio/video solutions for the Islands of Hawaii and the Pacific.  Visit often to see new products or come by our showroom.,https://www.productionhub.com/profiles/details/139883
"Atmosphere, Inc.","Silver Spring, Maryland","At Atmosphere, Inc., we are committed to providing our clients with consistent professional service, while emphasizing creativity, flexibility, care and concern for details, and safety.

Although Atmosphere, Inc. maintains an extensive inventory of the latest professional lighting equipment, our…",https://www.productionhub.com/profiles/details/49686
Atlas Digital,"Los Angeles, California","Atlas Digital provides complete post production services to the film and television industry.  With a wide variety of clients and knowledge of all aspects of television production, Atlas Digital can be your one stop shop for all of you post production needs.",https://www.productionhub.com/profiles/details/150376
editSource,"Culver City, California","editSource is a Post/Rentals Facility located in West Los Angeles. We provide Post production equipment rentals; including Avid Symphony Nitris HD, Avid Symphony(Mac), Media Composer, Unity, Auto Desk Flame & Smoke HD, Final Cut Pro HD, all SD & HD deck formats, Editing Suites, Digidesign audio…",https://www.productionhub.com/profiles/details/135712
VidCom Communications Ltd.,"Vancouver, British Columbia",For over 30 years VidCom has been providing professional video equipment sales and rentals for Western Canada. From cameras to internet streaming solutions; we have products for every stage of your production.,https://www.productionhub.com/profiles/details/220056
Studio B Films,"Berkeley, California","What We Do
Branding Videos
Commercials
Web Video Campaigns
Viral Video Campaigns
Customer Story Profiles
Testimonial Videos
Event Videos
Sizzle Videos
Documentaries
Greenscreen Shooting
CEO Interviews
Corporate Training Videos
Public Service Announcements
Video New Releases
DVD Menu…",https://www.productionhub.com/profiles/details/175694
Visual Productions - Ohio,"Dublin, Ohio",,https://www.productionhub.com/profiles/details/27409
DezArt Cinematic,"Venice, California",Post production and production services,https://www.productionhub.com/profiles/details/136801
Stage Equipment & Lighting - Orlando,"Orlando, Florida",,https://www.productionhub.com/profiles/details/41758
Look Solutions,"Ronnenberg, Germany",Fog Machine Rentals,https://www.productionhub.com/profiles/details/127934
A World Apart Films,"Las Vegas, Nevada","Las Vegas HD video camcorder rentals and camera operator services. Rent a Panasonic P2 HVX200 HD video camcorder, with a camera operator. Package includes: P2 cards with a P2 card reader. Film equipment rental packages include: LCD monitor, shotgun microphone, boom pole, tripod, microphone stand,…",https://www.productionhub.com/profiles/details/243556
Del Gato Producciones,"Buenos Aires, Argentina",Complete Video and Film services,https://www.productionhub.com/profiles/details/124221
"Synthesizer Rental Service, Inc.","Los Angeles, California",Synthesizer & Digital Audio Rentals,https://www.productionhub.com/profiles/details/143963
Video Kitchen,"Louisville, Kentucky",,https://www.productionhub.com/profiles/details/20209
"Altman Rentals, Inc.","Yonkers, New York","Theatrical, Architectural, Film and Video lighting.",https://www.productionhub.com/profiles/details/49547
YouthFront Productions,"Shawnee Mission, Kansas",,https://www.productionhub.com/profiles/details/45450
Reliance Audio Visual Corporation,"New York, New York","Reliance Audio-Visual Corp in New York, NY is a private company categorized under Audio-Visual Equipment-Renting and Leasing. Our records show it was established in 2001 and incorporated in New York. Current estimates show this company has an annual revenue of $370,000 and employs a staff of…",https://www.productionhub.com/profiles/details/30730
Rent - Ahead,"Manhattan, New York","Luxury Mobile Restroom Rentals- Featuring Air Conditioned Private Cabins, Tap Water On Demand And Porcelain Fixtures & HiFi Stereo Systems.",https://www.productionhub.com/profiles/details/164139
Ruptured State Pictures,"Kenner, Louisiana","Production Rental House. 
Red One MX camera package rental

RED ONE MX Camera package
600.00/ day
1000.00/weekend
1500.00/ weekly 

Camera Operator/ Director of Photography
Lighting rental package
CONTACT ME FOR PRICES",https://www.productionhub.com/profiles/details/250903
Silhouette Films,"Los Angeles, California",production,https://www.productionhub.com/profiles/details/131282
Broadcast Video Warehouse,"La Quinta, California","We Buy, Sell, Consign and liquidate equipment for the broadcast and video industry.",https://www.productionhub.com/profiles/details/51467
Pipe Dreams Entertainment,"Burbank, California",Mobile Movie Studio Rental,https://www.productionhub.com/profiles/details/188667
Digital Matrix Corporation - NY,"Hempstead, New York","Turnkey installations of electroforming systems for cd, cd-r, and  stamper manufacturing.",https://www.productionhub.com/profiles/details/108708
"Video Images, Inc","Brookfield, Wisconsin",,https://www.productionhub.com/profiles/details/38476
Kingsway Motion Picture,"Toronto, Ontario","Sales, rental service of lens, lighting and Stadicam",https://www.productionhub.com/profiles/details/117999
Schiller's Imaging Group,"St. Louis, Missouri","Consulting, equipment rental, field service, system design, system installation, training.",https://www.productionhub.com/profiles/details/108696
Vaughn Broadcast Rental,"Minneapolis, Minnesota",,https://www.productionhub.com/profiles/details/42082
"Parallel Rentals, Inc.","Vancouver, British Columbia",Locations Equipment,https://www.productionhub.com/profiles/details/122169
Adwar Video,"Farmingdale, New York",Multi-media resales.,https://www.productionhub.com/profiles/details/36404
Pratt AV & Video Corporation,"Omaha, Nebraska","Audio, visual and video equipment",https://www.productionhub.com/profiles/details/26074
10+07 Productions,"Pasig, Philippines","It is a creative output company that aids in media production, content creation and concept application for companies and networks. The people behind it are quirky, unique, crazy and experienced, willing to take risks with a keen business acumen. It is essentially an outsourcing media production…",https://www.productionhub.com/profiles/details/198172
MG Digital,"Culver City, California",Recording rentals,https://www.productionhub.com/profiles/details/138886
"Backstage, LLC","Richmond, Virginia",Do you have a special event or a corporate event coming up and need to rent some pro audio or audio visial equipment? Give our guys in the rental department a call at 804.644.1433. Let our polite and experienced staff help you to come up with the right equipment for your needs. We handle small…,https://www.productionhub.com/profiles/details/49779
Story Teller Effects Group LLC,"Jefferson, Louisiana","Special Effects rental equipment. Ritter fans, E Fans, Igeba, LeMaitre, Look fog machines and hazers.  Liquid CO2 foggers, steam boilers, rain towers and crane rigs. Snow machines, air mortars, pumps, etc.  Metal fabricating, rigging and pyrotechnics.  Stocking Look, LeMaitre and Ultratec dealer. …",https://www.productionhub.com/profiles/details/198062
WCSC-TV Productions,"Charleston, South Carolina",,https://www.productionhub.com/profiles/details/13966
Camera Revolution,"Shepperton, United Kingdom","Camera Revolution have been supplying specialist equipment to the film and television industry for over 10 years and pride ourself on our products and our service.

Our technicians are some of the most highly skilled in the world and no matter whether a short film or large feature give there best…",https://www.productionhub.com/profiles/details/176720
Caruso Music,"New London, Connecticut",Let our product specialist help you choose the right products for your next presentation,https://www.productionhub.com/profiles/details/31164
sonovts,"Feldkirchen, Germany","Sustainability. That is the motto in everything we do. Broadcast video and audio, intercom and IT: from sonoVTS you receive an application-oriented configured complete package. Whether designing, detailed engineering and equipment of OB trucks, broadcast studios or live events, whether fixed or…",https://www.productionhub.com/profiles/details/282044
Colortone Audio Visual,"Elmsford, New York","Consulting, equipment rental, field service, system design, system installation, sales.",https://www.productionhub.com/profiles/details/30718
"Toy Specialists, The","New York, New York",Professional Audio Equipment Rentals & Sales.,https://www.productionhub.com/profiles/details/14488
"New Trend, The","San Jose, California","Sound, Lighting and Video Rental",https://www.productionhub.com/profiles/details/134434
VisionQuest,"Springfield, Missouri","system design, system installation",https://www.productionhub.com/profiles/details/30688
Face Digital,"Burbank, California","FACE Broadcast Productions is a full-service production facility located in the heart of the Burbank Media District. Established in 1983, FACE has long been the choice of producers who do not have access to their own crews and editing equipment, or who may have to go outside their own companies'…",https://www.productionhub.com/profiles/details/105269
Digital Matrix Corporation - CA,"Garden Grove, California","Manufactures tools for replication of Compact Discs, , and holographic media.",https://www.productionhub.com/profiles/details/108664
"Mid-Co A/V, Inc.","Golden Valley, Minnesota",Projector Rentals,https://www.productionhub.com/profiles/details/22858
Pro Jib Inc.,"Nashville, Tennessee","film, video and telepromters",https://www.productionhub.com/profiles/details/134696
The3DShop.com,"Norcross, Georgia","Consulting, equipment rental, field service, system design, system installation.",https://www.productionhub.com/profiles/details/47771
Univisions Crimson Group,"Wilmington, Massachusetts","Crimson Tech is New England's leader for Audio Visual & Presentation Products, Turnkey Conference Rooms & Boardrooms, Systems Design & Engineering, Video and Nonlinear Editing Systems and Video Teleconferencing Systems. 

We have offices in both Wilmington, Massachusetts and Rocky Hill,…",https://www.productionhub.com/profiles/details/24510
"Davis Audio Visual, Inc.","Denver, Colorado","Denver, Colorado Springs, Vail Valley, Salt Lake City, Dallas. Since 1948 Davis Audio Visual has provided the Rocky Mountain Region with the finest in audio/visual and presentation equipment rentals. During the past few years, we have added an extensive convention services division as well as…",https://www.productionhub.com/profiles/details/135683
"Q - We Get It, Tennessee","Franklin, Tennessee","The Nashville office is home for all of our Corporate Services including Sales, Marketing, Financial Services and Human Resources. It is also the Division headquarters for Performance Audio and Concert Production and includes all Audio departments for Concert Touring, Installed Sound, Pro Audio…",https://www.productionhub.com/profiles/details/138063
"Tools, The","New York, New York",,https://www.productionhub.com/profiles/details/30969
Wills Lighting & Stage,"Cleveland, Tennessee","We are a full service lighting and staging company in southeast Tennessee. We offer sales, rental, and service of most lighting equipment. We carry a wide range of supplies and equipment. We also offer a full range of production services.",https://www.productionhub.com/profiles/details/144568
Design Audio Visual,"Farmingdale, New York","Staging, rentals and Installation",https://www.productionhub.com/profiles/details/30719
RED Film Rentals,"Santa Cruz, California","Five 4k Final Cut HD and Avid edit suites with RED 4k, DVCProHD, HDCAM, DVCPro50, Beta sources; complete RED One, Sony HDW-F900 HDCAM, and three POV HDV shooting packages; RED RV 32ft mobile go anywhere DIT and edit solution; 3D Max animation; Scenarist DVD authoring and all the production and crew…",https://www.productionhub.com/profiles/details/186181
Galley Theatre Lighting,"Methuen, Massachusetts","Galley Theatre Lighting has provided quality theatrical lighting equipment at reasonable rental rates to schools, community theatres and professional companies for more than 30 years. Owners Charles Galley and Sandra Russo Galley have extensive knowledge of theatrical production and design acquired…",https://www.productionhub.com/profiles/details/50822
